0.000,-0.110,-0.250,-0.330,0.130
0.002,-0.110,-0.250,-0.320,0.120
0.004,-0.120,-0.250,-0.290,0.110
0.006,-0.130,-0.250,-0.240,0.070
0.008,-0.140,-0.240,-0.210,0.030
0.010,-0.160,-0.220,-0.170,-0.010
0.012,-0.190,-0.190,-0.120,-0.070
0.014,-0.200,-0.170,-0.090,-0.110
0.016,-0.200,-0.150,-0.060,-0.130
0.018,-0.190,-0.130,-0.030,-0.140
0.020,-0.190,-0.110,0.000,-0.150
0.022,-0.180,-0.090,0.020,-0.180
0.024,-0.170,-0.040,0.050,-0.210
0.026,-0.180,0.000,0.080,-0.240
0.028,-0.190,0.000,0.110,-0.260
0.030,-0.210,0.010,0.120,-0.280
0.032,-0.210,0.030,0.140,-0.300
0.034,-0.190,0.040,0.170,-0.290
0.036,-0.180,0.050,0.200,-0.280
0.038,-0.170,0.060,0.210,-0.300
0.040,-0.180,0.100,0.230,-0.350
0.042,-0.190,0.120,0.250,-0.360
0.044,-0.190,0.110,0.260,-0.360
0.046,-0.190,0.110,0.280,-0.370
0.048,-0.180,0.120,0.300,-0.360
0.050,-0.180,0.120,0.320,-0.350
0.052,-0.160,0.110,0.310,-0.350
0.054,-0.160,0.120,0.320,-0.360
0.056,-0.170,0.120,0.340,-0.370
0.058,-0.160,0.120,0.350,-0.370
0.060,-0.160,0.120,0.350,-0.360
0.062,-0.160,0.120,0.340,-0.350
0.064,-0.160,0.120,0.340,-0.350
0.066,-0.160,0.130,0.330,-0.340
0.068,-0.160,0.140,0.330,-0.340
0.070,-0.170,0.140,0.330,-0.340
0.072,-0.170,0.130,0.330,-0.330
0.074,-0.160,0.120,0.320,-0.330
0.076,-0.150,0.110,0.320,-0.330
0.078,-0.160,0.100,0.330,-0.330
0.080,-0.170,0.120,0.330,-0.340
0.082,-0.180,0.140,0.320,-0.340
0.084,-0.160,0.130,0.290,-0.320
0.086,-0.140,0.110,0.270,-0.290
0.088,-0.120,0.090,0.260,-0.290
0.090,-0.100,0.080,0.250,-0.290
0.092,-0.110,0.070,0.240,-0.290
0.094,-0.120,0.060,0.240,-0.280
0.096,-0.140,0.080,0.250,-0.300
0.098,-0.150,0.100,0.250,-0.310
0.100,-0.150,0.090,0.240,-0.280
0.102,-0.130,0.070,0.230,-0.250
0.104,-0.110,0.050,0.220,-0.230
0.106,-0.100,0.050,0.220,-0.230
0.108,-0.100,0.070,0.220,-0.240
0.110,-0.110,0.090,0.230,-0.260
0.112,-0.110,0.090,0.230,-0.280
0.114,-0.110,0.080,0.230,-0.270
0.116,-0.100,0.060,0.220,-0.250
0.118,-0.090,0.050,0.210,-0.230
0.120,-0.090,0.050,0.200,-0.220
0.122,-0.100,0.050,0.190,-0.220
0.124,-0.110,0.060,0.190,-0.230
0.126,-0.100,0.070,0.180,-0.230
0.128,-0.090,0.060,0.170,-0.230
0.130,-0.080,0.060,0.180,-0.240
0.132,-0.060,0.040,0.180,-0.230
0.134,-0.060,0.020,0.170,-0.200
0.136,-0.060,0.020,0.160,-0.180
0.138,-0.070,0.040,0.160,-0.190
0.140,-0.070,0.050,0.170,-0.190
0.142,-0.060,0.040,0.160,-0.180
0.144,-0.050,0.050,0.150,-0.180
0.146,-0.050,0.050,0.150,-0.180
0.148,-0.040,0.060,0.140,-0.170
0.150,-0.030,0.060,0.130,-0.150
0.152,-0.050,0.060,0.130,-0.140
0.154,-0.050,0.070,0.130,-0.130
0.156,-0.030,0.060,0.120,-0.120
0.158,-0.030,0.050,0.120,-0.120
0.160,-0.030,0.050,0.140,-0.130
0.162,-0.040,0.050,0.150,-0.130
0.164,-0.040,0.060,0.160,-0.150
0.166,-0.040,0.070,0.160,-0.150
0.168,-0.040,0.060,0.170,-0.130
0.170,-0.040,0.060,0.160,-0.110
0.172,-0.040,0.060,0.140,-0.110
0.174,-0.030,0.050,0.140,-0.100
0.176,-0.030,0.050,0.140,-0.100
0.178,-0.030,0.060,0.140,-0.110
0.180,-0.040,0.080,0.150,-0.120
0.182,-0.040,0.080,0.140,-0.110
0.184,-0.030,0.060,0.130,-0.090
0.186,-0.010,0.060,0.120,-0.080
0.188,0.000,0.050,0.120,-0.070
0.190,0.000,0.050,0.110,-0.080
0.192,0.000,0.050,0.100,-0.090
0.194,-0.010,0.080,0.110,-0.130
0.196,-0.020,0.090,0.110,-0.140
0.198,-0.010,0.080,0.090,-0.130
0.200,-0.010,0.080,0.080,-0.110
0.202,-0.020,0.080,0.070,-0.080
0.204,-0.010,0.070,0.070,-0.070
0.206,0.000,0.060,0.070,-0.070
0.208,-0.010,0.080,0.060,-0.080
0.210,-0.040,0.080,0.070,-0.100
0.212,-0.040,0.070,0.080,-0.090
0.214,-0.030,0.060,0.080,-0.090
0.216,-0.010,0.060,0.080,-0.100
0.218,0.000,0.060,0.080,-0.080
0.220,0.000,0.060,0.070,-0.070
0.222,0.000,0.070,0.070,-0.090
0.224,0.000,0.080,0.070,-0.090
0.226,0.000,0.070,0.070,-0.090
0.228,0.000,0.070,0.080,-0.090
